1	22.644506	24.491
8	21.925727	7.98853
15	18.732446	7.1896
22	9.848819	6.38059
29	12.189660	6.58096
36	13.711565	6.63503
43	12.959404	6.80928
50	10.079370	6.9165
57	13.915073	6.1018
